period,respondent,respondent-name,type,type-name,value,value-units
2023-08-06T20,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,79279,megawatthours
2023-08-06T19,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,76232,megawatthours
2023-08-06T18,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,72618,megawatthours
2023-08-06T17,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,68388,megawatthours
2023-08-06T16,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,63922,megawatthours
2023-08-06T15,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,59856,megawatthours
2023-08-06T14,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,55698,megawatthours
2023-08-06T13,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,52888,megawatthours
2023-08-06T12,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,52988,megawatthours
2023-08-06T11,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,53806,megawatthours
2023-08-06T10,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,54834,megawatthours
2023-08-06T09,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,56173,megawatthours
2023-08-06T08,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,58022,megawatthours
2023-08-06T07,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,60641,megawatthours
2023-08-06T06,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,63778,megawatthours
2023-08-06T05,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,67573,megawatthours
2023-08-06T04,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,71224,megawatthours
2023-08-06T03,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,74668,megawatthours
2023-08-06T02,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,77280,megawatthours
2023-08-06T01,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,80375,megawatthours
2023-08-06T00,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,82764,megawatthours
2023-08-05T23,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,83409,megawatthours
2023-08-05T22,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,83460,megawatthours
2023-08-05T21,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,82884,megawatthours
2023-08-05T20,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,81310,megawatthours
2023-08-05T19,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,78387,megawatthours
2023-08-05T18,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,75060,megawatthours
2023-08-05T17,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,71101,megawatthours
2023-08-05T16,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,66738,megawatthours
2023-08-05T15,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,62304,megawatthours
2023-08-05T14,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,57619,megawatthours
2023-08-05T13,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,54434,megawatthours
2023-08-05T12,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,54257,megawatthours
2023-08-05T11,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,54997,megawatthours
2023-08-05T10,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,55628,megawatthours
2023-08-05T09,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,56921,megawatthours
2023-08-05T08,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,58901,megawatthours
2023-08-05T07,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,61280,megawatthours
2023-08-05T06,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,64375,megawatthours
2023-08-05T05,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,68087,megawatthours
2023-08-05T04,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,71689,megawatthours
2023-08-05T03,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,74832,megawatthours
2023-08-05T02,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,76432,megawatthours
2023-08-05T01,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,78955,megawatthours
2023-08-05T00,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,81563,megawatthours
2023-08-04T23,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,83057,megawatthours
2023-08-04T22,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,83364,megawatthours
2023-08-04T21,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,82979,megawatthours
2023-08-04T20,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,82158,megawatthours
2023-08-04T19,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,80418,megawatthours
2023-08-04T18,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,77493,megawatthours
2023-08-04T17,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,73286,megawatthours
2023-08-04T16,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,68888,megawatthours
2023-08-04T15,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,64657,megawatthours
2023-08-04T14,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,60597,megawatthours
2023-08-04T13,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,57565,megawatthours
2023-08-04T12,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,57097,megawatthours
2023-08-04T11,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,56626,megawatthours
2023-08-04T10,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,56338,megawatthours
2023-08-04T09,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,57091,megawatthours
2023-08-04T08,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,58771,megawatthours
2023-08-04T07,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,60932,megawatthours
2023-08-04T06,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,63895,megawatthours
2023-08-04T05,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,67716,megawatthours
2023-08-04T04,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,71663,megawatthours
2023-08-04T03,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,75680,megawatthours
2023-08-04T02,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,77553,megawatthours
2023-08-04T01,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,80344,megawatthours
2023-08-04T00,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,82528,megawatthours
2023-08-03T23,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,83288,megawatthours
2023-08-03T22,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,83514,megawatthours
2023-08-03T21,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,83332,megawatthours
2023-08-03T20,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,82207,megawatthours
2023-08-03T19,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,80155,megawatthours
2023-08-03T18,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,76476,megawatthours
2023-08-03T17,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,72636,megawatthours
2023-08-03T16,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,68204,megawatthours
2023-08-03T15,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,63803,megawatthours
2023-08-03T14,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,59562,megawatthours
2023-08-03T13,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,56577,megawatthours
2023-08-03T12,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,56246,megawatthours
2023-08-03T11,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,55507,megawatthours
2023-08-03T10,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,55226,megawatthours
2023-08-03T09,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,55920,megawatthours
2023-08-03T08,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,57455,megawatthours
2023-08-03T07,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,59782,megawatthours
2023-08-03T06,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,62984,megawatthours
2023-08-03T05,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,66744,megawatthours
2023-08-03T04,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,71068,megawatthours
2023-08-03T03,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,75015,megawatthours
2023-08-03T02,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,77108,megawatthours
2023-08-03T01,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,80365,megawatthours
2023-08-03T00,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,82722,megawatthours
2023-08-02T23,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,83384,megawatthours
2023-08-02T22,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,83402,megawatthours
2023-08-02T21,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,83193,megawatthours
2023-08-02T20,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,82655,megawatthours
2023-08-02T19,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,80661,megawatthours
2023-08-02T18,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,77157,megawatthours
2023-08-02T17,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,72897,megawatthours
2023-08-02T16,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,68043,megawatthours
2023-08-02T15,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,63177,megawatthours
2023-08-02T14,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,58938,megawatthours
2023-08-02T13,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,55766,megawatthours
2023-08-02T12,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,55192,megawatthours
2023-08-02T11,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,54555,megawatthours
2023-08-02T10,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,54542,megawatthours
2023-08-02T09,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,55465,megawatthours
2023-08-02T08,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,57243,megawatthours
2023-08-02T07,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,59796,megawatthours
2023-08-02T06,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,63053,megawatthours
2023-08-02T05,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,67184,megawatthours
2023-08-02T04,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,71272,megawatthours
2023-08-02T03,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,75931,megawatthours
2023-08-02T02,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,78835,megawatthours
2023-08-02T01,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,81325,megawatthours
2023-08-02T00,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,82790,megawatthours
2023-08-01T23,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,83402,megawatthours
2023-08-01T22,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,83598,megawatthours
2023-08-01T21,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,83426,megawatthours
2023-08-01T20,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,82665,megawatthours
2023-08-01T19,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,80599,megawatthours
2023-08-01T18,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,76735,megawatthours
2023-08-01T17,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,72230,megawatthours
2023-08-01T16,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,67122,megawatthours
2023-08-01T15,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,62089,megawatthours
2023-08-01T14,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,58322,megawatthours
2023-08-01T13,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,55851,megawatthours
2023-08-01T12,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,55388,megawatthours
2023-08-01T11,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,54835,megawatthours
2023-08-01T10,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,54738,megawatthours
2023-08-01T09,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,55639,megawatthours
2023-08-01T08,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,57413,megawatthours
2023-08-01T07,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,59887,megawatthours
2023-08-01T06,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,63255,megawatthours
2023-08-01T05,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,67154,megawatthours
2023-08-01T04,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,71485,megawatthours
2023-08-01T03,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,75230,megawatthours
2023-08-01T02,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,77055,megawatthours
2023-08-01T01,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,79817,megawatthours
2023-08-01T00,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,82075,megawatthours
2023-07-31T23,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,82948,megawatthours
2023-07-31T22,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,83046,megawatthours
2023-07-31T21,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,82898,megawatthours
2023-07-31T20,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,82611,megawatthours
2023-07-31T19,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,80761,megawatthours
2023-07-31T18,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,77139,megawatthours
2023-07-31T17,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,72333,megawatthours
2023-07-31T16,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,67059,megawatthours
2023-07-31T15,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,61775,megawatthours
2023-07-31T14,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,57287,megawatthours
2023-07-31T13,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,54069,megawatthours
2023-07-31T12,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,53333,megawatthours
2023-07-31T11,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,52524,megawatthours
2023-07-31T10,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,52274,megawatthours
2023-07-31T09,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,52916,megawatthours
2023-07-31T08,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,54441,megawatthours
2023-07-31T07,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,57001,megawatthours
2023-07-31T06,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,60312,megawatthours
2023-07-31T05,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,63984,megawatthours
2023-07-31T04,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,68193,megawatthours
2023-07-31T03,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,71939,megawatthours
2023-07-31T02,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,74425,megawatthours
2023-07-31T01,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,77384,megawatthours
2023-07-31T00,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,80146,megawatthours
2023-07-30T23,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,80916,megawatthours
2023-07-30T22,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,80289,megawatthours
2023-07-30T21,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,79054,megawatthours
2023-07-30T20,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,76843,megawatthours
2023-07-30T19,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,74153,megawatthours
2023-07-30T18,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,70705,megawatthours
2023-07-30T17,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,66208,megawatthours
2023-07-30T16,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,61072,megawatthours
2023-07-30T15,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,56085,megawatthours
2023-07-30T14,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,51474,megawatthours
2023-07-30T13,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,47985,megawatthours
2023-07-30T12,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,47873,megawatthours
2023-07-30T11,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,48655,megawatthours
2023-07-30T10,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,49432,megawatthours
2023-07-30T09,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,50852,megawatthours
2023-07-30T08,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,52720,megawatthours
2023-07-30T07,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,55261,megawatthours
2023-07-30T06,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,58375,megawatthours
2023-07-30T05,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,61804,megawatthours
2023-07-30T04,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,65703,megawatthours
2023-07-30T03,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,69437,megawatthours
2023-07-30T02,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,72289,megawatthours
2023-07-30T01,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,75289,megawatthours
2023-07-30T00,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,77580,megawatthours
2023-07-29T23,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,78685,megawatthours
2023-07-29T22,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,78707,megawatthours
2023-07-29T21,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,77656,megawatthours
2023-07-29T20,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,75631,megawatthours
2023-07-29T19,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,72983,megawatthours
2023-07-29T18,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,69952,megawatthours
2023-07-29T17,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,65909,megawatthours
2023-07-29T16,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,61297,megawatthours
2023-07-29T15,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,56791,megawatthours
2023-07-29T14,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,52349,megawatthours
2023-07-29T13,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,49008,megawatthours
2023-07-29T12,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,48581,megawatthours
2023-07-29T11,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,49041,megawatthours
2023-07-29T10,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,49647,megawatthours
2023-07-29T09,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,50932,megawatthours
2023-07-29T08,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,52911,megawatthours
2023-07-29T07,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,55405,megawatthours
2023-07-29T06,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,58471,megawatthours
2023-07-29T05,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,62205,megawatthours
2023-07-29T04,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,65906,megawatthours
2023-07-29T03,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,69488,megawatthours
2023-07-29T02,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,71976,megawatthours
2023-07-29T01,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,74707,megawatthours
2023-07-29T00,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,77536,megawatthours
2023-07-28T23,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,79365,megawatthours
2023-07-28T22,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,80048,megawatthours
2023-07-28T21,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,79436,megawatthours
2023-07-28T20,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,77959,megawatthours
2023-07-28T19,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,75360,megawatthours
2023-07-28T18,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,72028,megawatthours
2023-07-28T17,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,68454,megawatthours
2023-07-28T16,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,64453,megawatthours
2023-07-28T15,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,59720,megawatthours
2023-07-28T14,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,55522,megawatthours
2023-07-28T13,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,52731,megawatthours
2023-07-28T12,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,51924,megawatthours
2023-07-28T11,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,50996,megawatthours
2023-07-28T10,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,50705,megawatthours
2023-07-28T09,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,51343,megawatthours
2023-07-28T08,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,52951,megawatthours
2023-07-28T07,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,55354,megawatthours
2023-07-28T06,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,58428,megawatthours
2023-07-28T05,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,62322,megawatthours
2023-07-28T04,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,66493,megawatthours
2023-07-28T03,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,70489,megawatthours
2023-07-28T02,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,73161,megawatthours
2023-07-28T01,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,76170,megawatthours
2023-07-28T00,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,78863,megawatthours
2023-07-27T23,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,80516,megawatthours
2023-07-27T22,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,80793,megawatthours
2023-07-27T21,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,79928,megawatthours
2023-07-27T20,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,78424,megawatthours
2023-07-27T19,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,75896,megawatthours
2023-07-27T18,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,72760,megawatthours
2023-07-27T17,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,68954,megawatthours
2023-07-27T16,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,64652,megawatthours
2023-07-27T15,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,60421,megawatthours
2023-07-27T14,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,56531,megawatthours
2023-07-27T13,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,53864,megawatthours
2023-07-27T12,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,52930,megawatthours
2023-07-27T11,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,51781,megawatthours
2023-07-27T10,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,51192,megawatthours
2023-07-27T09,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,51669,megawatthours
2023-07-27T08,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,53299,megawatthours
2023-07-27T07,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,55878,megawatthours
2023-07-27T06,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,59000,megawatthours
2023-07-27T05,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,62902,megawatthours
2023-07-27T04,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,67249,megawatthours
2023-07-27T03,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,71027,megawatthours
2023-07-27T02,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,73318,megawatthours
2023-07-27T01,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,76740,megawatthours
2023-07-27T00,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,79791,megawatthours
2023-07-26T23,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,81364,megawatthours
2023-07-26T22,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,81610,megawatthours
2023-07-26T21,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,80648,megawatthours
2023-07-26T20,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,78841,megawatthours
2023-07-26T19,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,76251,megawatthours
2023-07-26T18,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,73054,megawatthours
2023-07-26T17,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,69329,megawatthours
2023-07-26T16,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,65263,megawatthours
2023-07-26T15,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,60876,megawatthours
2023-07-26T14,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,56773,megawatthours
2023-07-26T13,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,53994,megawatthours
2023-07-26T12,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,53125,megawatthours
2023-07-26T11,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,52007,megawatthours
2023-07-26T10,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,51497,megawatthours
2023-07-26T09,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,52078,megawatthours
2023-07-26T08,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,53641,megawatthours
2023-07-26T07,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,56108,megawatthours
2023-07-26T06,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,59220,megawatthours
2023-07-26T05,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,63191,megawatthours
2023-07-26T04,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,67547,megawatthours
2023-07-26T03,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,71583,megawatthours
2023-07-26T02,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,74464,megawatthours
2023-07-26T01,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,77825,megawatthours
2023-07-26T00,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,80391,megawatthours
