period,respondent,respondent-name,type,type-name,value,value-units
2023-09-02T11,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,46071,megawatthours
2023-09-02T10,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,46568,megawatthours
2023-09-02T09,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,47738,megawatthours
2023-09-02T08,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,49563,megawatthours
2023-09-02T07,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,52175,megawatthours
2023-09-02T06,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,55370,megawatthours
2023-09-02T05,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,59101,megawatthours
2023-09-02T04,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,62641,megawatthours
2023-09-02T03,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,66214,megawatthours
2023-09-02T02,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,69219,megawatthours
2023-09-02T01,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,71612,megawatthours
2023-09-02T00,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,75053,megawatthours
2023-09-01T23,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,76337,megawatthours
2023-09-01T22,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,76727,megawatthours
2023-09-01T21,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,76206,megawatthours
2023-09-01T20,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,75769,megawatthours
2023-09-01T19,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,73105,megawatthours
2023-09-01T18,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,69346,megawatthours
2023-09-01T17,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,65237,megawatthours
2023-09-01T16,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,60479,megawatthours
2023-09-01T15,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,56144,megawatthours
2023-09-01T14,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,52223,megawatthours
2023-09-01T13,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,50579,megawatthours
2023-09-01T12,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,50534,megawatthours
2023-09-01T11,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,49049,megawatthours
2023-09-01T10,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,48477,megawatthours
2023-09-01T09,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,49240,megawatthours
2023-09-01T08,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,50637,megawatthours
2023-09-01T07,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,52919,megawatthours
2023-09-01T06,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,55750,megawatthours
2023-09-01T05,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,59283,megawatthours
2023-09-01T04,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,63524,megawatthours
2023-09-01T03,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,67660,megawatthours
2023-09-01T02,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,70476,megawatthours
2023-09-01T01,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,72324,megawatthours
2023-09-01T00,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,75553,megawatthours
2023-08-31T23,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,77717,megawatthours
2023-08-31T22,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,78136,megawatthours
2023-08-31T21,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,77168,megawatthours
2023-08-31T20,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,75551,megawatthours
2023-08-31T19,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,73001,megawatthours
2023-08-31T18,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,68819,megawatthours
2023-08-31T17,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,64417,megawatthours
2023-08-31T16,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,59538,megawatthours
2023-08-31T15,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,55291,megawatthours
2023-08-31T14,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,51830,megawatthours
2023-08-31T13,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,49607,megawatthours
2023-08-31T12,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,49540,megawatthours
2023-08-31T11,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,48042,megawatthours
2023-08-31T10,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,46980,megawatthours
2023-08-31T09,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,47527,megawatthours
2023-08-31T08,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,48840,megawatthours
2023-08-31T07,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,50856,megawatthours
2023-08-31T06,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,53599,megawatthours
2023-08-31T05,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,57445,megawatthours
2023-08-31T04,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,61854,megawatthours
2023-08-31T03,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,65471,megawatthours
2023-08-31T02,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,67862,megawatthours
2023-08-31T01,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,70615,megawatthours
2023-08-31T00,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,74011,megawatthours
2023-08-30T23,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,76652,megawatthours
2023-08-30T22,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,77349,megawatthours
2023-08-30T21,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,76417,megawatthours
2023-08-30T20,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,74837,megawatthours
2023-08-30T19,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,71737,megawatthours
2023-08-30T18,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,67922,megawatthours
2023-08-30T17,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,63707,megawatthours
2023-08-30T16,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,59333,megawatthours
2023-08-30T15,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,55265,megawatthours
2023-08-30T14,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,51954,megawatthours
2023-08-30T13,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,50301,megawatthours
2023-08-30T12,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,50020,megawatthours
2023-08-30T11,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,48229,megawatthours
2023-08-30T10,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,47357,megawatthours
2023-08-30T09,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,47884,megawatthours
2023-08-30T08,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,49281,megawatthours
2023-08-30T07,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,51134,megawatthours
2023-08-30T06,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,53965,megawatthours
2023-08-30T05,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,57605,megawatthours
2023-08-30T04,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,61945,megawatthours
2023-08-30T03,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,65892,megawatthours
2023-08-30T02,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,68253,megawatthours
2023-08-30T01,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,70498,megawatthours
2023-08-30T00,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,74351,megawatthours
2023-08-29T23,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,76496,megawatthours
2023-08-29T22,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,76797,megawatthours
2023-08-29T21,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,75873,megawatthours
2023-08-29T20,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,74304,megawatthours
2023-08-29T19,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,72330,megawatthours
2023-08-29T18,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,69484,megawatthours
2023-08-29T17,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,65582,megawatthours
2023-08-29T16,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,61490,megawatthours
2023-08-29T15,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,57514,megawatthours
2023-08-29T14,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,54103,megawatthours
2023-08-29T13,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,52007,megawatthours
2023-08-29T12,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,51732,megawatthours
2023-08-29T11,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,49798,megawatthours
2023-08-29T10,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,48937,megawatthours
2023-08-29T09,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,49221,megawatthours
2023-08-29T08,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,50187,megawatthours
2023-08-29T07,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,51962,megawatthours
2023-08-29T06,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,54611,megawatthours
2023-08-29T05,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,58008,megawatthours
2023-08-29T04,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,62117,megawatthours
2023-08-29T03,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,66220,megawatthours
2023-08-29T02,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,68546,megawatthours
2023-08-29T01,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,71014,megawatthours
2023-08-29T00,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,74704,megawatthours
2023-08-28T23,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,76986,megawatthours
2023-08-28T22,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,77978,megawatthours
2023-08-28T21,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,77311,megawatthours
2023-08-28T20,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,76151,megawatthours
2023-08-28T19,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,74216,megawatthours
2023-08-28T18,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,70905,megawatthours
2023-08-28T17,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,67221,megawatthours
2023-08-28T16,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,62890,megawatthours
2023-08-28T15,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,59101,megawatthours
2023-08-28T14,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,55630,megawatthours
2023-08-28T13,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,53860,megawatthours
2023-08-28T12,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,53213,megawatthours
2023-08-28T11,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,51582,megawatthours
2023-08-28T10,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,50786,megawatthours
2023-08-28T09,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,51119,megawatthours
2023-08-28T08,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,52283,megawatthours
2023-08-28T07,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,54008,megawatthours
2023-08-28T06,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,56388,megawatthours
2023-08-28T05,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,59941,megawatthours
2023-08-28T04,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,64228,megawatthours
2023-08-28T03,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,68013,megawatthours
2023-08-28T02,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,70603,megawatthours
2023-08-28T01,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,72926,megawatthours
2023-08-28T00,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,76172,megawatthours
2023-08-27T23,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,77997,megawatthours
2023-08-27T22,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,79523,megawatthours
2023-08-27T21,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,80389,megawatthours
2023-08-27T20,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,79752,megawatthours
2023-08-27T19,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,77781,megawatthours
2023-08-27T18,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,74058,megawatthours
2023-08-27T17,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,69333,megawatthours
2023-08-27T16,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,64211,megawatthours
2023-08-27T15,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,59017,megawatthours
2023-08-27T14,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,54578,megawatthours
2023-08-27T13,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,52055,megawatthours
2023-08-27T12,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,52024,megawatthours
2023-08-27T11,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,52551,megawatthours
2023-08-27T10,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,53258,megawatthours
2023-08-27T09,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,54334,megawatthours
2023-08-27T08,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,56058,megawatthours
2023-08-27T07,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,58271,megawatthours
2023-08-27T06,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,61265,megawatthours
2023-08-27T05,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,64681,megawatthours
2023-08-27T04,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,68271,megawatthours
2023-08-27T03,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,71203,megawatthours
2023-08-27T02,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,73716,megawatthours
2023-08-27T01,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,76483,megawatthours
2023-08-27T00,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,79774,megawatthours
2023-08-26T23,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,81653,megawatthours
2023-08-26T22,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,81605,megawatthours
2023-08-26T21,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,80883,megawatthours
2023-08-26T20,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,80035,megawatthours
2023-08-26T19,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,78739,megawatthours
2023-08-26T18,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,75775,megawatthours
2023-08-26T17,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,70979,megawatthours
2023-08-26T16,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,65546,megawatthours
2023-08-26T15,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,60537,megawatthours
2023-08-26T14,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,55778,megawatthours
2023-08-26T13,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,52715,megawatthours
2023-08-26T12,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,52793,megawatthours
2023-08-26T11,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,52959,megawatthours
2023-08-26T10,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,53795,megawatthours
2023-08-26T09,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,55216,megawatthours
2023-08-26T08,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,57118,megawatthours
2023-08-26T07,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,59683,megawatthours
2023-08-26T06,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,63076,megawatthours
2023-08-26T05,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,66421,megawatthours
2023-08-26T04,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,69944,megawatthours
2023-08-26T03,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,72711,megawatthours
2023-08-26T02,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,74918,megawatthours
2023-08-26T01,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,77934,megawatthours
2023-08-26T00,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,81419,megawatthours
2023-08-25T23,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,83639,megawatthours
2023-08-25T22,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,84196,megawatthours
2023-08-25T21,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,84038,megawatthours
2023-08-25T20,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,83987,megawatthours
2023-08-25T19,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,82527,megawatthours
2023-08-25T18,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,78462,megawatthours
2023-08-25T17,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,73378,megawatthours
2023-08-25T16,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,67658,megawatthours
2023-08-25T15,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,62486,megawatthours
